METAL,BAND,SEX,BANDEDYEAR,BANDEDAGE,BANDEDLOC,DIRREC,AGE_CODE,BANDING_MONTH,BANDING_YEAR,LAT_DECIMAL_DEGREES,LON_DECIMAL_DEGREES,GISRLong,GISRLat,R_Day,R_Month,R_Year,RRegion__STA,RRegion__State
134759350,A7YB,F,1992,L,CAN,,4,8,1992,69.58333,-130.75,,,,,,,
134759351,A9EB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,,,,,,,
134759352,A2RB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,,,,,,,
134759353,A2LB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,,,,,,,
134759354,A3GB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,,,,,,,
134759355,A5RB,F,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759356,A9HB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,,,,,,,
134759357,A0KB,F,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759358,A9TB,F,1992,A,CAN,1,6,8,1992,69.75,-129.25,-157.25,70.75,27,5,1993,AK,Alaska
134759359,A0EB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,,,,,,,
134759360,A2HB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,,,,,,,
134759361,A2ZB,M,1992,A,CAN,,1,8,1992,69.58333,-130.75,,,,,,,
134759362,A6SB,M,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759363,AGEB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759364,A0LB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,,,,,,,
134759365,A3VB,F,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759366,A0VB,M,1992,L,CAN,,4,8,1992,69.58333,-130.75,,,,,,,
134759367,A8HB,F,1992,L,CAN,,4,8,1992,69.58333,-130.75,,,,,,,
134759368,A1ZB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,,,,,,,
134759369,A2EB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,,,,,,,
134759370,A2AB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,,,,,,,
134759371,A2KB,M,1992,A,CAN,,1,8,1992,69.58333,-130.75,,,,,,,
134759372,A7RB,M,1992,A,CAN,,1,8,1992,69.58333,-130.75,,,,,,,
134759374,A1LB,M,1992,A,CAN,,1,8,1992,69.58333,-130.75,,,,,,,
134759375,A9KB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,,,,,,,
134759376,A1HB,M,1992,A,CAN,,1,8,1992,69.58333,-130.75,,,,,,,
134759377,A3LB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,,,,,,,
134759378,A3KB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,-114.08333,28.25,19,1,1994,MEX,Mexico
134759380,A1KB,M,1992,A,CAN,,1,8,1992,69.58333,-130.75,,,,,,,
134759381,A3NB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,-115.91667,30.41667,16,2,2007,MEX,Mexico
134759382,A3HB,F,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759383,A0YB,M,1992,A,CAN,,1,8,1992,69.58333,-130.75,,,,,,,
134759384,A3ZB,F,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759385,A0NB,M,1992,A,CAN,,1,8,1992,69.58333,-130.75,,,,,,,
134759386,A0ZB,M,1992,A,CAN,,1,8,1992,69.58333,-130.75,,,,,,,
134759387,A4KB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,,,,,,,
134759388,A9NB,F,1992,L,CAN,,4,8,1992,69.58333,-130.75,,,,,,,
134759389,A1AB,F,1992,A,CAN,,6,8,1992,69.58333,-130.75,,,,,,,
134759390,A8KB,M,1992,A,CAN,,1,8,1992,69.58333,-130.75,,,,,,,
134759391,A8EB,M,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759392,A2YB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759393,A3SB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759394,A1NB,M,1992,A,CAN,,1,8,1992,69.58333,-130.75,,,,,,,
134759395,A4LB,M,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759396,A5ZB,M,1992,A,CAN,,1,8,1992,69.58333,-130.75,,,,,,,
134759397,A6NB,F,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759398,A3EB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759399,A4AB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759400,A7KB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759401,A4TB,F,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759402,A2SB,F,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759403,A5NB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759404,A5YB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759405,A5LB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759406,A8TB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759407,A9RB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759408,A6RB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759409,A4RB,F,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759410,A9YB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759412,A4NB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759413,R77B,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759414,A9SB,F,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759415,A8NB,F,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759416,A1YB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759419,A7ZB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759421,R7ZB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,-115.91667,30.41667,26,2,1999,MEX,Mexico
134759422,A3YB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759423,A4YB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759424,A2VB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759425,A5TB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759426,A6VB,F,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759428,A5KB,M,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759429,A8YB,M,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759430,R7VB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759431,A1RB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759432,A4SB,F,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759433,R73B,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759434,R7SB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759435,R7HB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759436,R7EB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759437,A7HB,M,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759438,A7EB,F,1992,L,CAN,,4,8,1992,69.75,-129.25,,,,,,,
134759439,R7AB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759440,R79B,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759441,A5SB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759442,A7SB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759443,A4ZB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759444,R71B,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759445,A6YB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759446,A0AB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759447,A7VB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759448,A3AB,F,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759449,R72B,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759450,A4HB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759452,RRRB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759453,RRKB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759454,RA5B,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759455,R70B,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759456,RRGB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759457,RA2B,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759458,RATB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,-115.91667,30.41667,59,3,1998,MEX,Mexico
134759459,RAKB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759460,R7NB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759461,RA0B,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759462,RA6B,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759463,RANB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759464,RR6B,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759465,RAVB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759466,RRZB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759467,RA8B,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759468,RR2B,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759469,RR3B,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759470,RARB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759471,RRLB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759472,RR8B,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759474,RA4B,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759475,RR5B,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759476,RRVB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759477,RRNB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759478,RAEB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759479,RASB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759480,RR7B,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759482,R75B,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759483,RA3B,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759484,RA6B,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759485,RR0B,F,1992,A,CAN,1,6,8,1992,69.75,-129.25,-122.41667,37.91667,31,1,1993,CA,California
134759486,RRAB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759487,RRHB,F,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759488,RALB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759489,RYGB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759490,R74B,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759491,RAAB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759492,RA9B,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759493,RR4B,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759494,RREB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759495,R7YB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759496,RA7B,F,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759497,RAZB,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759498,RA1B,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134759499,R76B,M,1992,A,CAN,,1,8,1992,69.75,-129.25,,,,,,,
134759500,R7LB,F,1992,A,CAN,,6,8,1992,69.75,-129.25,,,,,,,
134760001,RRTB,F,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760004,RY5B,M,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760005,RYEB,M,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760006,RYNB,M,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760007,RY7B,M,1992,A,CAN,,1,7,1993,73.08333,-124.41667,-115.91667,30.41667,6,1,1995,MEX,Mexico
134760008,RY1B,F,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760009,RYTB,M,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760010,RYAB,M,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760011,RYVB,M,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760012,RY3B,M,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760013,RKAB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760016,RYLB,M,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760019,RK1B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760020,RKZB,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760021,RK4B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760022,RKHB,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760023,RKGB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760024,RK9B,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760025,RNYB,F,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760026,RNLB,F,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760028,RYHB,M,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760029,RKLB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760030,RYRB,M,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760031,RY8B,F,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760032,RY2B,M,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760033,RYZB,F,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760034,RK7B,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760035,RKVB,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760036,RYYB,M,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760037,RR1B,F,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760038,RN5B,M,1992,A,CAN,,1,7,1993,73.08333,-124.41667,,,,,,,
134760039,RKSB,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760040,RKTB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760041,RK5B,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760042,RKRB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760043,RK3B,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760044,RKEB,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760045,RKNB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760046,RKKB,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760047,RK2B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760048,RK8B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760049,RG6B,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760050,RK0B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760051,RNNB,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760052,R23B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760053,RN8B,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760054,RG9B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760055,RN4B,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760057,RNAB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760058,R2YB,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760059,RG1B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760060,R2RB,F,1993,A,CAN,,6,7,1993,69.75,-129.25,-160.41667,59.08333,11,5,1998,AK,Alaska
134760061,RNVB,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760062,R2SB,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760063,RGTB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760064,RGZB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760065,R24B,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760066,R2VB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760067,RN9B,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760068,RNKB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760069,RNEB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760070,RNRB,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760071,RG2B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760072,RG7B,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760073,RN6B,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760074,R26B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760075,RG4B,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760076,R2GB,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760077,RGAB,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760078,RNTB,F,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760079,RNZB,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760080,RN3B,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760081,RG5B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760082,RG0B,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760083,RN0B,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760085,RN1B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760086,RNGB,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760087,RGRB,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760088,RGNB,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760089,RGSB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760090,RG8B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760091,R2ZB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760092,R20B,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760093,RGEB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760094,RGHB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760095,RG3B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760096,RGLB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760097,R2AB,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760098,RGYB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760099,R2LB,F,1993,L,CAN,,4,7,1993,69.75,-129.25,-115.91667,30.41667,5,12,1999,MEX,Mexico
134760100,R27B,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760101,R04B,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760102,R2KB,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760103,RZHB,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760104,R07B,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760105,RZGB,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760106,R21B,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760107,R29B,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760108,RZ8B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760109,R09B,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760110,R0RB,F,1993,A,CAN,,6,7,1993,69.75,-129.25,-115.91667,30.41667,26,1,1996,MEX,Mexico
134760111,R2NB,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760112,R0HB,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760113,R08B,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760114,RZRB,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760115,R05B,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760116,R01B,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760117,RZ2B,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760118,R0GB,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760119,R22B,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760120,RZ3B,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760121,RZ6B,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760122,RZ0B,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760123,RZAB,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760124,RZ5B,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760125,RZVB,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760126,RZYB,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760127,RZZB,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760128,R00B,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760129,R25B,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760130,R0SB,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760131,RZRB,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760133,RZ7B,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760134,R0TB,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760135,RZLB,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760136,R0LB,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760137,R2HB,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760138,R02B,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760139,R2TB,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760140,RZNB,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760141,R03B,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760142,R0YB,F,1993,A,CAN,,6,7,1993,69.75,-129.25,,,,,,,
134760143,R0AB,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760144,RZSB,M,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760145,RZTB,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760146,RZ1B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760147,RZ9B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760148,RZEB,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760149,RZ4B,F,1993,L,CAN,,4,7,1993,69.75,-129.25,,,,,,,
134760150,R06B,M,1993,A,CAN,,1,7,1993,69.75,-129.25,,,,,,,
134760152,RHGB,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,,,,,,,
134760153,R5NB,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,,,,,,,
134760154,RHZB,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,,,,,,,
134760155,R1TB,M,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760156,RH7B,M,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760157,RHRB,M,1993,A,CAN,,1,7,1993,69.41667,-130.58333,,,,,,,
134760158,R14B,F,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760159,RHHB,M,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760160,RH3B,M,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760161,R1VB,F,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760162,R17B,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,,,,,,,
134760163,R15B,M,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760164,RH8B,F,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760165,R16B,M,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760166,R0KB,M,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760167,R1EB,M,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760168,R12B,M,1993,A,CAN,,1,7,1993,69.41667,-130.58333,,,,,,,
134760169,R0ZB,M,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760170,R1LB,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,,,,,,,
134760171,RHVB,M,1993,A,CAN,,1,7,1993,69.41667,-130.58333,,,,,,,
134760172,R1HB,F,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760173,RH9B,M,1993,A,CAN,,1,7,1993,69.41667,-130.58333,,,,,,,
134760174,RHSB,F,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760175,R1RB,M,1993,A,CAN,,1,7,1993,69.41667,-130.58333,,,,,,,
134760176,RH6B,F,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760177,R13B,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,,,,,,,
