METAL,BAND,SEX,BANDEDYEAR,BANDEDAGE,BANDEDLOC,DIRREC,AGE_CODE,BANDING_MONTH,BANDING_YEAR,LAT_DECIMAL_DEGREES,LON_DECIMAL_DEGREES,GISRLong,GISRLat,R_Day,R_Month,R_Year,RRegion__STA,RRegion__State
134760178,R1GB,M,1993,A,CAN,,1,7,1993,69.41667,-130.58333,,,,,,,
134760179,R10B,F,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760180,R0NB,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,,,,,,,
134760181,R1YB,F,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760182,R19B,M,1993,A,CAN,,1,7,1993,69.41667,-130.58333,,,,,,,
134760183,R1KB,F,1993,A,CAN,,1,7,1993,69.41667,-130.58333,,,,,,,
134760184,RHAB,M,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760185,RH4B,F,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760186,RHLB,F,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760187,RHKB,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,,,,,,,
134760188,R0VB,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,,,,,,,
134760189,R1ZB,M,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760190,RHYB,M,1993,A,CAN,,1,7,1993,69.41667,-130.58333,,,,,,,
134760191,RHEB,F,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760192,R11B,F,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760193,RHTB,M,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760194,RH1B,F,1993,A,CAN,,1,7,1993,69.41667,-130.58333,,,,,,,
134760195,RH2B,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,,,,,,,
134760196,RHNB,M,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760197,R1NB,M,1993,A,CAN,,1,7,1993,69.41667,-130.58333,,,,,,,
134760198,R1AB,F,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760199,R18B,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,,,,,,,
134760200,RH0B,F,1993,L,CAN,,4,7,1993,69.41667,-130.58333,,,,,,,
134760201,RLZB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760202,R85B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,-156.91667,70.91667,99,5,1997,AK,Alaska
134760203,RLLB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760204,R59B,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,,,,,,,
134760205,RLRB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760206,R5TB,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,,,,,,,
134760207,R5RB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760208,R5HB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760209,R5LB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760211,R82B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760212,RL3B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760213,RLNB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,-162.75,55.41667,10,10,1994,AK,Alaska
134760214,RLEB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760215,R5AB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760216,R5GB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760217,R8NB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760218,RLVB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,-109.91667,27.58333,2,12,2000,MEX,Mexico
134760219,RL0B,F,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760220,R8TB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760222,RL6B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760223,RL4B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760224,R8VB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760225,R5EB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760226,RL5B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760227,RL7B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760228,R57B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760229,R50B,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,,,,,,,
134760230,RLKB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760231,RLSB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,-115.91667,30.41667,15,11,1997,MEX,Mexico
134760232,R56B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760233,R53B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760234,R55B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760235,RL9B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760236,R58B,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,,,,,,,
134760237,R5YB,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,-115.91667,30.41667,26,2,2000,MEX,Mexico
134760238,RLTB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760239,R8GB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760240,R5KB,M,1993,A,CAN,,1,7,1993,69.41667,-130.58333,,,,,,,
134760241,RLYB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760242,R54B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760243,R51B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760244,R8EB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760245,R83B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760246,R52B,M,1993,A,CAN,,1,7,1993,69.41667,-130.58333,,,,,,,
134760247,R5SB,M,1993,A,CAN,,1,7,1993,69.41667,-130.58333,,,,,,,
134760248,RL8B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760249,R5ZB,F,1993,A,CAN,,6,7,1993,69.41667,-130.58333,,,,,,,
134760250,R80B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760251,R84B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760252,R48B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760253,R43B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760254,R31B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760255,R4VB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,-124.25,40.75,18,11,2007,CA,California
134760256,R3EB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760257,R39B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760258,R8YB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760259,R3HB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760260,R42B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760261,R41B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760262,R88B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,-115.91667,30.41667,42,2,1997,MEX,Mexico
134760263,R8AB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760264,R4ZB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760265,R4KB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760266,R4HB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760267,RL2B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760268,R8ZB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760269,R4EB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760270,R4AB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760271,R81B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760272,R4YB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760273,R4SB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,-115.91667,30.41667,7,1,1995,MEX,Mexico
134760274,RLAB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760275,R3TB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760276,R8LB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760277,R44B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760278,R47B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760279,R8RB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760280,R4RB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760281,R49B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760282,R3RB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760283,R40B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760284,R86B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760286,R4GB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760287,R3NB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760288,R87B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,-115.91667,30.41667,16,1,2000,MEX,Mexico
134760289,R3ZB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760290,R3LB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760291,R30B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,-109.91667,27.58333,2,12,2000,MEX,Mexico
134760292,R45B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760293,R85B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760294,R4NB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760295,R4LB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760296,R38B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760297,R8HB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760298,R46B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760299,R8KB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760300,R4TB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760301,R94B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760302,R32B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760303,R9TB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,-122.91667,38.25,30,11,2004,CA,California
134760304,RTRB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760305,RTHB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760306,R9EB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760307,RTLB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760309,R3KB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760310,R9KB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760311,R36B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760312,R9LB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760313,RTAB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760314,RTGB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760315,R9AB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760316,R96B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760317,R37B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,-115.96667,30.48333,12,1,2014,MEX,Mexico
134760318,R95B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760319,R97B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760320,R3AB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760321,R9HB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760322,RT9B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760323,RTSB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760324,RTYB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760325,R3GB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760327,RTKB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760328,RT7B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760329,RT4B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760331,R9GB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760332,R92B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760333,R9RB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760334,R3VB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760335,R98B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760336,R3YB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760337,RT1B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760338,RT3B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760339,R34B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760340,R9ZB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760341,R9NB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760342,RTZB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760343,R9YB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760344,R90B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760345,RT0B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760346,RT6B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760347,R99B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760348,RTTB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760349,R35B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760350,RT5B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760351,R64B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760352,RSZB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760353,R60B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760354,R65B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760355,R68B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760356,R67B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760357,RS1B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760358,RVLB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760359,R6ZB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760360,RS3B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760361,R6VB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760362,R6SB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760363,RT8B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760364,RSGB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760365,RSRB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760366,RSVB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760367,RSAB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760368,R6LB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760369,R6NB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760370,RS0B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760371,RS4B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760373,R69B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760374,RT2B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760375,RS8B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760376,R6TB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760378,RSYB,M,1993,L,CAN,1,4,7,1993,69.41667,-130.75,-115.91667,30.41667,21,1,1994,MEX,Mexico
134760379,R6HB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760380,RSKB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760381,RS7B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760382,R6YB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760383,RS5B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760384,R66B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760385,R62B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760386,RS6B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760387,RSLB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760390,R9SB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760391,RS2B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760392,R6EB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760393,RSEB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760394,RSHB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760395,RSSB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760396,RVEB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760397,R91B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760398,R6GB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760399,RTEB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760400,RSTB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760401,N85B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760402,RV1B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760403,REAB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760404,RELB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760405,RVNB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760406,RVGB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760407,RVTB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760408,N80B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760409,N8AB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760410,REEB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760411,REYB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760412,R6AB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760413,RV6B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760414,RV5B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,-109.91667,27.58333,9,12,1994,MEX,Mexico
134760415,RV8B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760416,RV3B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760417,RV4B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760418,REHB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760419,RE2B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760420,RV2B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760421,REVB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760422,RVHB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760423,N84B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760424,RVYB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760425,REZB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760426,RE5B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,-124.08333,40.75,21,11,2007,CA,California
134760427,RE9B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760428,RVSB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760429,N89B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760430,RVVB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760431,RVRB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760432,RESB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760433,RE8B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,-109.91667,27.58333,23,1,2001,MEX,Mexico
134760434,RV0B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,-156.58333,71.25,3,9,2004,AK,Alaska
134760435,RE6B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760436,N83B,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760437,RV7B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,-114.08333,28.25,23,2,1995,MEX,Mexico
134760438,RS9B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760439,RE4B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760440,RERB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760441,REGB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760442,RE1B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760443,RVAB,M,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760444,RVZB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760445,N8KB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760446,RV9B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760447,N8VB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760448,RENB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760449,RVKB,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760450,RE3B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760451,N86B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760452,N8HB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760453,NG1B,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
134760454,N3HB,M,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
134760455,NGRB,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
134760456,N3SB,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
134760458,N8EB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760459,N34B,F,1993,A,CAN,,6,8,1993,69.58333,-130.75,,,,,,,
134760460,N3TB,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
134760461,NG8B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760462,N87B,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760463,N3YB,F,1993,A,CAN,,6,8,1993,69.58333,-130.75,,,,,,,
134760464,NGZB,F,1993,A,CAN,,6,8,1993,69.58333,-130.75,,,,,,,
134760465,NG2B,M,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
134760466,N85B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760467,NGGB,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
134760468,NG6B,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
134760469,N8GB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760470,NGYB,F,1993,A,CAN,,6,8,1993,69.58333,-130.75,,,,,,,
134760471,NG9B,F,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
134760472,NGSB,F,1993,A,CAN,,6,8,1993,69.58333,-130.75,,,,,,,
134760473,N36B,F,1993,A,CAN,,6,8,1993,69.58333,-130.75,,,,,,,
134760474,N35B,F,1993,L,CAN,1,4,8,1993,69.58333,-130.75,-122.41667,37.91667,16,1,1994,CA,California
134760475,N8NB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,-115.91667,30.41667,8,1,2000,MEX,Mexico
134760476,NGTB,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
134760477,N8LB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760478,N38B,M,1993,A,CAN,,1,8,1993,69.58333,-130.75,,,,,,,
134760479,N8RB,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
134760480,N8ZB,M,1993,A,CAN,,1,7,1993,69.41667,-130.75,,,,,,,
134760481,NGNB,F,1993,L,CAN,1,4,8,1993,69.58333,-130.75,-122.41667,37.91667,16,1,1994,CA,California
134760482,NG3B,F,1993,A,CAN,,6,8,1993,69.58333,-130.75,,,,,,,
134760483,NGKB,M,1993,L,CAN,,4,8,1993,69.58333,-130.75,-115.98868,30.37814,25,1,2013,MEX,Mexico
134760484,N3ZB,M,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
134760485,N88B,F,1993,L,CAN,,4,7,1993,69.41667,-130.75,,,,,,,
134760486,NGVB,M,1993,L,CAN,,4,8,1993,69.58333,-130.75,,,,,,,
134760487,N81B,F,1993,A,CAN,,6,7,1993,69.41667,-130.75,,,,,,,
